,CH1,CH2
Second,Volt,Volt
2.60313e-02,2.97e-01,1.94e+01, 
2.61778e-02,2.97e-01,1.94e+01, 
2.63242e-02,2.97e-01,1.94e+01, 
2.64707e-02,2.97e-01,1.94e+01, 
2.66172e-02,2.97e-01,1.94e+01, 
2.67637e-02,2.97e-01,1.94e+01, 
2.69102e-02,2.97e-01,1.94e+01, 
2.70566e-02,2.97e-01,1.92e+01, 
2.72031e-02,2.97e-01,1.94e+01, 
2.73496e-02,2.97e-01,1.92e+01, 
2.74961e-02,2.97e-01,1.92e+01, 
2.76426e-02,2.97e-01,1.94e+01, 
2.77891e-02,2.97e-01,1.92e+01, 
2.79356e-02,2.97e-01,1.92e+01, 
2.80820e-02,2.97e-01,1.92e+01, 
2.82285e-02,2.97e-01,1.94e+01, 
2.83750e-02,2.97e-01,1.92e+01, 
2.85215e-02,2.97e-01,1.94e+01, 
2.86680e-02,2.97e-01,1.92e+01, 
2.88144e-02,2.97e-01,1.92e+01, 
2.89609e-02,2.97e-01,1.92e+01, 
2.91075e-02,2.97e-01,1.92e+01, 
2.92539e-02,2.97e-01,1.92e+01, 
2.94004e-02,2.97e-01,1.92e+01, 
2.95469e-02,2.97e-01,1.92e+01, 
2.96934e-02,2.97e-01,1.92e+01, 
2.98399e-02,2.97e-01,1.92e+01, 
2.99863e-02,2.97e-01,1.92e+01, 
3.01328e-02,2.97e-01,1.92e+01, 
3.02793e-02,2.97e-01,1.92e+01, 
3.04258e-02,2.97e-01,1.92e+01, 
3.05723e-02,2.97e-01,1.92e+01, 
3.07187e-02,2.97e-01,1.92e+01, 
3.08653e-02,2.97e-01,1.92e+01, 
3.10117e-02,2.98e-01,1.92e+01, 
3.11582e-02,2.98e-01,1.92e+01, 
3.13047e-02,2.98e-01,1.90e+01, 
3.14512e-02,2.97e-01,1.90e+01, 
3.15977e-02,2.97e-01,1.90e+01, 
3.17441e-02,2.97e-01,1.90e+01, 
3.18906e-02,2.98e-01,1.90e+01, 
3.20371e-02,2.98e-01,1.90e+01, 
3.21836e-02,2.98e-01,1.92e+01, 
3.23301e-02,2.98e-01,1.90e+01, 
3.24765e-02,2.98e-01,1.90e+01, 
3.26231e-02,2.98e-01,1.90e+01, 
3.27696e-02,2.98e-01,1.90e+01, 
3.29160e-02,2.98e-01,1.90e+01, 
3.30625e-02,2.98e-01,1.90e+01, 
3.32090e-02,2.98e-01,1.90e+01, 
3.33555e-02,2.98e-01,1.90e+01, 
3.35020e-02,2.98e-01,1.90e+01, 
3.36484e-02,2.98e-01,1.90e+01, 
3.37949e-02,2.98e-01,1.90e+01, 
3.39414e-02,2.98e-01,1.90e+01, 
3.40879e-02,2.98e-01,1.90e+01, 
3.42344e-02,2.98e-01,1.90e+01, 
3.43809e-02,2.98e-01,1.90e+01, 
3.45274e-02,2.98e-01,1.90e+01, 
3.46738e-02,2.98e-01,1.90e+01, 
3.48203e-02,2.98e-01,1.90e+01, 
3.49668e-02,2.98e-01,1.90e+01, 
3.51133e-02,2.98e-01,1.90e+01, 
3.52598e-02,2.98e-01,1.90e+01, 
3.54062e-02,2.98e-01,1.90e+01, 
3.55527e-02,2.98e-01,1.90e+01, 
3.56992e-02,2.98e-01,1.90e+01, 
3.58457e-02,2.98e-01,1.90e+01, 
3.59922e-02,2.98e-01,1.90e+01, 
3.61387e-02,2.98e-01,1.90e+01, 
3.62852e-02,2.98e-01,1.90e+01, 
3.64317e-02,2.98e-01,1.90e+01, 
3.65781e-02,2.98e-01,1.90e+01, 
3.67246e-02,2.98e-01,1.90e+01, 
3.68711e-02,2.98e-01,1.90e+01, 
3.70176e-02,2.98e-01,1.88e+01, 
3.71641e-02,2.98e-01,1.90e+01, 
3.73105e-02,2.98e-01,1.88e+01, 
3.74570e-02,2.98e-01,1.90e+01, 
3.76035e-02,2.98e-01,1.88e+01, 
3.77500e-02,2.98e-01,1.90e+01, 
3.78965e-02,2.98e-01,1.88e+01, 
3.80430e-02,2.98e-01,1.88e+01, 
3.81895e-02,2.98e-01,1.88e+01, 
3.83359e-02,2.98e-01,1.88e+01, 
3.84824e-02,2.98e-01,1.88e+01, 
3.86289e-02,2.98e-01,1.88e+01, 
3.87754e-02,2.98e-01,1.88e+01, 
3.89219e-02,2.98e-01,1.88e+01, 
3.90683e-02,2.98e-01,1.88e+01, 
3.92148e-02,2.98e-01,1.88e+01, 
3.93614e-02,2.98e-01,1.88e+01, 
3.95078e-02,2.98e-01,1.88e+01, 
3.96543e-02,2.98e-01,1.88e+01, 
3.98008e-02,2.98e-01,1.88e+01, 
3.99473e-02,2.98e-01,1.88e+01, 
4.00938e-02,2.98e-01,1.88e+01, 
4.02402e-02,2.98e-01,1.86e+01, 
4.03867e-02,2.98e-01,1.86e+01, 
4.05332e-02,2.98e-01,1.88e+01, 
4.06797e-02,2.98e-01,1.88e+01, 
4.08262e-02,2.98e-01,1.86e+01, 
4.09727e-02,2.98e-01,1.88e+01, 
4.11192e-02,2.98e-01,1.88e+01, 
4.12656e-02,2.98e-01,1.88e+01, 
4.14121e-02,2.98e-01,1.88e+01, 
4.15586e-02,2.98e-01,1.86e+01, 
4.17051e-02,2.98e-01,1.86e+01, 
4.18516e-02,2.98e-01,1.86e+01, 
4.19980e-02,2.98e-01,1.86e+01, 
4.21445e-02,2.98e-01,1.86e+01, 
4.22910e-02,2.98e-01,1.86e+01, 
4.24375e-02,2.98e-01,1.86e+01, 
4.25840e-02,2.98e-01,1.86e+01, 
4.27305e-02,2.98e-01,1.86e+01, 
4.28770e-02,2.98e-01,1.86e+01, 
4.30235e-02,2.98e-01,1.86e+01, 
4.31699e-02,2.98e-01,1.86e+01, 
4.33164e-02,2.98e-01,1.86e+01, 
4.34629e-02,2.98e-01,1.84e+01, 
4.36094e-02,2.98e-01,1.86e+01, 
4.37559e-02,2.98e-01,1.86e+01, 
4.39023e-02,2.98e-01,1.86e+01, 
4.40488e-02,2.98e-01,1.84e+01, 
4.41953e-02,2.98e-01,1.84e+01, 
4.43418e-02,2.98e-01,1.84e+01, 
4.44883e-02,2.98e-01,1.84e+01, 
4.46348e-02,2.98e-01,1.84e+01, 
4.47813e-02,2.98e-01,1.84e+01, 
4.49277e-02,2.98e-01,1.84e+01, 
4.50742e-02,2.98e-01,1.86e+01, 
4.52207e-02,2.98e-01,1.84e+01, 
4.53672e-02,2.98e-01,1.84e+01, 
4.55137e-02,2.98e-01,1.84e+01, 
4.56602e-02,2.98e-01,1.86e+01, 
4.58066e-02,2.98e-01,1.84e+01, 
4.59531e-02,2.98e-01,1.84e+01, 
4.60996e-02,2.98e-01,1.84e+01, 
4.62461e-02,2.98e-01,1.84e+01, 
4.63926e-02,2.98e-01,1.84e+01, 
4.65391e-02,2.98e-01,1.84e+01, 
4.66855e-02,2.98e-01,1.82e+01, 
4.68321e-02,2.97e-01,1.84e+01, 
4.69785e-02,2.98e-01,1.84e+01, 
4.71250e-02,2.98e-01,1.84e+01, 
4.72715e-02,2.98e-01,1.84e+01, 
4.74180e-02,2.98e-01,1.84e+01, 
4.75645e-02,2.98e-01,1.82e+01, 
4.77110e-02,2.98e-01,1.82e+01, 
4.78574e-02,2.98e-01,1.84e+01, 
4.80039e-02,2.98e-01,1.82e+01, 
4.81504e-02,2.98e-01,1.82e+01, 
4.82969e-02,2.98e-01,1.84e+01, 
4.84434e-02,2.98e-01,1.82e+01, 
4.85899e-02,2.98e-01,1.82e+01, 
4.87363e-02,2.98e-01,1.82e+01, 
4.88828e-02,2.98e-01,1.82e+01, 
4.90293e-02,2.97e-01,1.82e+01, 
4.91758e-02,2.98e-01,1.82e+01, 
4.93223e-02,2.98e-01,1.82e+01, 
4.94688e-02,2.98e-01,1.82e+01, 
4.96152e-02,2.98e-01,1.82e+01, 
4.97617e-02,2.98e-01,1.82e+01, 
4.99082e-02,2.98e-01,1.82e+01, 
5.00547e-02,2.98e-01,1.82e+01, 
5.02012e-02,2.98e-01,1.82e+01, 
5.03477e-02,2.98e-01,1.82e+01, 
5.04942e-02,2.98e-01,1.82e+01, 
5.06406e-02,2.98e-01,1.82e+01, 
5.07871e-02,2.98e-01,1.82e+01, 
5.09336e-02,2.97e-01,1.82e+01, 
5.10801e-02,2.97e-01,1.82e+01, 
5.12266e-02,2.98e-01,1.82e+01, 
5.13731e-02,2.98e-01,1.82e+01, 
5.15195e-02,2.98e-01,1.82e+01, 
5.16660e-02,2.98e-01,1.82e+01, 
5.18125e-02,2.97e-01,1.82e+01, 
5.19590e-02,2.98e-01,1.82e+01, 
5.21055e-02,2.98e-01,1.82e+01, 
5.22520e-02,2.98e-01,1.82e+01, 
5.23984e-02,2.98e-01,1.82e+01, 
5.25449e-02,2.98e-01,1.82e+01, 
5.26914e-02,2.98e-01,1.82e+01, 
5.28379e-02,2.98e-01,1.82e+01, 
5.29844e-02,2.98e-01,1.82e+01, 
5.31309e-02,2.98e-01,1.82e+01, 
5.32773e-02,2.98e-01,1.82e+01, 
5.34239e-02,2.98e-01,1.82e+01, 
5.35703e-02,2.98e-01,1.82e+01, 
5.37168e-02,2.98e-01,1.82e+01, 
5.38633e-02,2.98e-01,1.82e+01, 
5.40098e-02,2.98e-01,1.82e+01, 
5.41563e-02,2.97e-01,1.82e+01, 
5.43028e-02,2.98e-01,1.82e+01, 
5.44492e-02,2.98e-01,1.82e+01, 
5.45957e-02,2.98e-01,1.82e+01, 
5.47422e-02,2.98e-01,1.80e+01, 
5.48887e-02,2.97e-01,1.82e+01, 
5.50352e-02,2.98e-01,1.80e+01, 
5.51817e-02,2.98e-01,1.80e+01, 
5.53281e-02,2.98e-01,1.82e+01, 
5.54746e-02,2.98e-01,1.80e+01, 
5.56211e-02,2.98e-01,1.80e+01, 
5.57676e-02,2.98e-01,1.82e+01, 
5.59141e-02,2.98e-01,1.80e+01, 
5.60606e-02,2.98e-01,1.82e+01, 
5.62070e-02,2.97e-01,1.82e+01, 
5.63535e-02,2.98e-01,1.80e+01, 
5.65000e-02,2.98e-01,1.80e+01, 
5.66465e-02,2.98e-01,1.80e+01, 
5.67930e-02,2.98e-01,1.80e+01, 
5.69395e-02,2.98e-01,1.80e+01, 
5.70860e-02,2.98e-01,1.80e+01, 
5.72324e-02,2.98e-01,1.80e+01, 
5.73789e-02,2.98e-01,1.80e+01, 
5.75254e-02,2.98e-01,1.80e+01, 
5.76719e-02,2.97e-01,1.80e+01, 
5.78184e-02,2.98e-01,1.80e+01, 
5.79649e-02,2.98e-01,1.80e+01, 
5.81113e-02,2.97e-01,1.80e+01, 
5.82578e-02,2.98e-01,1.80e+01, 
5.84043e-02,2.98e-01,1.80e+01, 
5.85508e-02,2.98e-01,1.78e+01, 
5.86973e-02,2.98e-01,1.78e+01, 
5.88438e-02,2.98e-01,1.80e+01, 
5.89902e-02,2.98e-01,1.80e+01, 
5.91367e-02,2.98e-01,1.80e+01, 
5.92832e-02,2.98e-01,1.80e+01, 
5.94297e-02,2.98e-01,1.78e+01, 
5.95762e-02,2.97e-01,1.78e+01, 
5.97227e-02,2.98e-01,1.78e+01, 
5.98691e-02,2.98e-01,1.78e+01, 
6.00156e-02,2.98e-01,1.78e+01, 
6.01621e-02,2.98e-01,1.78e+01, 
6.03086e-02,2.98e-01,1.78e+01, 
6.04551e-02,2.98e-01,1.78e+01, 
6.06016e-02,2.98e-01,1.78e+01, 
6.07481e-02,2.98e-01,1.78e+01, 
6.08945e-02,2.98e-01,1.78e+01, 
6.10410e-02,2.98e-01,1.78e+01, 
6.11875e-02,2.98e-01,1.78e+01, 
6.13340e-02,2.98e-01,1.78e+01, 
6.14805e-02,2.98e-01,1.76e+01, 
6.16270e-02,2.97e-01,1.76e+01, 
6.17734e-02,2.98e-01,1.76e+01, 
6.19199e-02,2.98e-01,1.78e+01, 
6.20664e-02,2.98e-01,1.76e+01, 
6.22129e-02,2.98e-01,1.76e+01, 
6.23594e-02,2.98e-01,1.78e+01, 
6.25059e-02,2.97e-01,1.78e+01, 
6.26523e-02,2.98e-01,1.76e+01, 
6.27988e-02,2.98e-01,1.76e+01, 
6.29453e-02,2.98e-01,1.76e+01, 
6.30918e-02,2.98e-01,1.76e+01, 
6.32383e-02,2.98e-01,1.76e+01, 
6.33848e-02,2.98e-01,1.76e+01, 
6.35312e-02,2.98e-01,1.76e+01, 
6.36778e-02,2.97e-01,1.76e+01, 
6.38242e-02,2.98e-01,1.76e+01, 
6.39707e-02,2.98e-01,1.76e+01, 
6.41172e-02,2.98e-01,1.76e+01, 
6.42637e-02,2.98e-01,1.76e+01, 
6.44102e-02,2.98e-01,1.76e+01, 
6.45567e-02,2.98e-01,1.76e+01, 
6.47031e-02,2.98e-01,1.76e+01, 
6.48496e-02,2.98e-01,1.76e+01, 
6.49961e-02,2.98e-01,1.76e+01, 
6.51426e-02,2.98e-01,1.76e+01, 
6.52891e-02,2.98e-01,1.76e+01, 
6.54356e-02,2.98e-01,1.76e+01, 
6.55820e-02,2.98e-01,1.76e+01, 
6.57285e-02,2.98e-01,1.76e+01, 
6.58750e-02,2.98e-01,1.76e+01, 
6.60215e-02,2.98e-01,1.76e+01, 
6.61680e-02,2.98e-01,1.76e+01, 
6.63145e-02,2.98e-01,1.76e+01, 
6.64609e-02,2.98e-01,1.76e+01, 
6.66074e-02,2.98e-01,1.76e+01, 
6.67539e-02,2.98e-01,1.76e+01, 
6.69004e-02,2.97e-01,1.76e+01, 
6.70469e-02,2.98e-01,1.76e+01, 
6.71934e-02,2.98e-01,1.76e+01, 
6.73399e-02,2.98e-01,1.76e+01, 
6.74863e-02,2.98e-01,1.76e+01, 
6.76328e-02,2.98e-01,1.76e+01, 
6.77793e-02,2.98e-01,1.76e+01, 
6.79258e-02,2.98e-01,1.74e+01, 
6.80723e-02,2.98e-01,1.74e+01, 
6.82188e-02,2.98e-01,1.76e+01, 
6.83652e-02,2.98e-01,1.76e+01, 
6.85117e-02,2.98e-01,1.74e+01, 
6.86582e-02,2.98e-01,1.74e+01, 
6.88047e-02,2.98e-01,1.76e+01, 
6.89512e-02,2.98e-01,1.76e+01, 
6.90977e-02,2.98e-01,1.74e+01, 
6.92441e-02,2.98e-01,1.76e+01, 
6.93906e-02,2.98e-01,1.74e+01, 
6.95371e-02,2.98e-01,1.74e+01, 
6.96836e-02,2.98e-01,1.74e+01, 
6.98301e-02,2.97e-01,1.74e+01, 
6.99766e-02,2.98e-01,1.74e+01, 
7.01230e-02,2.98e-01,1.74e+01, 
7.02696e-02,2.98e-01,1.74e+01, 
7.04160e-02,2.98e-01,1.74e+01, 
7.05625e-02,2.98e-01,1.74e+01, 
7.07090e-02,2.98e-01,1.74e+01, 
7.08555e-02,2.98e-01,1.74e+01, 
7.10020e-02,2.98e-01,1.74e+01, 
7.11485e-02,2.97e-01,1.74e+01, 
7.12949e-02,2.98e-01,1.74e+01, 
7.14414e-02,2.98e-01,1.74e+01, 
7.15879e-02,2.98e-01,1.74e+01, 
7.17344e-02,2.98e-01,1.74e+01, 
7.18809e-02,2.98e-01,1.74e+01, 
7.20274e-02,2.98e-01,1.74e+01, 
7.21738e-02,2.98e-01,1.74e+01, 
7.23203e-02,2.98e-01,1.74e+01, 
7.24668e-02,2.98e-01,1.72e+01, 
7.26133e-02,2.98e-01,1.72e+01, 
7.27598e-02,2.98e-01,1.72e+01, 
7.29063e-02,2.98e-01,1.74e+01, 
7.30527e-02,2.97e-01,1.72e+01, 
7.31992e-02,2.98e-01,1.72e+01, 
7.33457e-02,2.98e-01,1.72e+01, 
7.34922e-02,2.98e-01,1.72e+01, 
7.36387e-02,2.98e-01,1.72e+01, 
7.37852e-02,2.98e-01,1.72e+01, 
7.39317e-02,2.98e-01,1.72e+01, 
7.40781e-02,2.98e-01,1.72e+01, 
7.42246e-02,2.98e-01,1.72e+01, 
7.43711e-02,2.98e-01,1.72e+01, 
7.45176e-02,2.98e-01,1.72e+01, 
7.46641e-02,2.98e-01,1.72e+01, 
7.48106e-02,2.98e-01,1.72e+01, 
7.49570e-02,2.97e-01,1.72e+01, 
7.51035e-02,2.98e-01,1.72e+01, 
7.52500e-02,2.98e-01,1.70e+01, 
7.53965e-02,2.98e-01,1.72e+01, 
7.55430e-02,2.98e-01,1.72e+01, 
7.56895e-02,2.98e-01,1.72e+01, 
7.58359e-02,2.98e-01,1.70e+01, 
7.59824e-02,2.98e-01,1.72e+01, 
7.61289e-02,2.98e-01,1.70e+01, 
7.62754e-02,2.98e-01,1.70e+01, 
7.64219e-02,2.98e-01,1.70e+01, 
7.65684e-02,2.98e-01,1.72e+01, 
7.67148e-02,2.98e-01,1.70e+01, 
7.68614e-02,2.98e-01,1.70e+01, 
7.70078e-02,2.98e-01,1.70e+01, 
7.71543e-02,2.98e-01,1.70e+01, 
7.73008e-02,2.98e-01,1.70e+01, 
7.74473e-02,2.98e-01,1.70e+01, 
7.75938e-02,2.98e-01,1.70e+01, 
7.77403e-02,2.98e-01,1.70e+01, 
7.78867e-02,2.98e-01,1.70e+01, 
7.80332e-02,2.98e-01,1.70e+01, 
7.81797e-02,2.98e-01,1.70e+01, 
7.83262e-02,2.98e-01,1.70e+01, 
7.84727e-02,2.98e-01,1.70e+01, 
7.86192e-02,2.98e-01,1.70e+01, 
7.87656e-02,2.98e-01,1.70e+01, 
7.89121e-02,2.98e-01,1.70e+01, 
7.90586e-02,2.98e-01,1.68e+01, 
7.92051e-02,2.97e-01,1.70e+01, 
7.93516e-02,2.98e-01,1.70e+01, 
7.94981e-02,2.98e-01,1.70e+01, 
7.96445e-02,2.98e-01,1.68e+01, 
7.97910e-02,2.98e-01,1.70e+01, 
7.99375e-02,2.98e-01,1.68e+01, 
8.00840e-02,2.98e-01,1.68e+01, 
8.02305e-02,2.98e-01,1.68e+01, 
8.03770e-02,2.98e-01,1.68e+01, 
8.05235e-02,2.98e-01,1.68e+01, 
8.06699e-02,2.98e-01,1.68e+01, 
8.08164e-02,2.98e-01,1.68e+01, 
8.09629e-02,2.98e-01,1.68e+01, 
8.11094e-02,2.98e-01,1.68e+01, 
8.12559e-02,2.98e-01,1.68e+01, 
8.14024e-02,2.98e-01,1.68e+01, 
8.15488e-02,2.98e-01,1.68e+01, 
8.16953e-02,2.98e-01,1.68e+01, 
8.18418e-02,2.98e-01,1.68e+01, 
8.19883e-02,2.98e-01,1.68e+01, 
8.21348e-02,2.98e-01,1.68e+01, 
8.22813e-02,2.98e-01,1.68e+01, 
8.24277e-02,2.98e-01,1.68e+01, 
8.25742e-02,2.98e-01,1.68e+01, 
8.27207e-02,2.98e-01,1.68e+01, 
8.28672e-02,2.98e-01,1.68e+01, 
8.30137e-02,2.98e-01,1.68e+01, 
8.31602e-02,2.98e-01,1.68e+01, 
8.33066e-02,2.98e-01,1.68e+01, 
8.34531e-02,2.98e-01,1.68e+01, 
8.35996e-02,2.98e-01,1.68e+01, 
8.37461e-02,2.98e-01,1.68e+01, 
8.38926e-02,2.98e-01,1.68e+01, 
8.40391e-02,2.98e-01,1.68e+01, 
8.41856e-02,2.98e-01,1.68e+01, 
8.43320e-02,2.98e-01,1.68e+01, 
8.44785e-02,2.98e-01,1.68e+01, 
8.46250e-02,2.98e-01,1.68e+01, 
8.47715e-02,2.98e-01,1.68e+01, 
8.49180e-02,2.98e-01,1.68e+01, 
8.50645e-02,2.98e-01,1.68e+01, 
8.52109e-02,2.98e-01,1.68e+01, 
8.53574e-02,2.98e-01,1.68e+01, 
8.55039e-02,2.97e-01,1.68e+01, 
8.56504e-02,2.98e-01,1.68e+01, 
8.57969e-02,2.98e-01,1.68e+01, 
8.59434e-02,2.98e-01,1.68e+01, 
8.60898e-02,2.98e-01,1.68e+01, 
8.62363e-02,2.98e-01,1.68e+01, 
8.63828e-02,2.98e-01,1.68e+01, 
8.65293e-02,2.98e-01,1.68e+01, 
8.66758e-02,2.98e-01,1.66e+01, 
8.68223e-02,2.98e-01,1.66e+01, 
8.69687e-02,2.98e-01,1.66e+01, 
8.71153e-02,2.98e-01,1.68e+01, 
8.72617e-02,2.98e-01,1.66e+01, 
8.74082e-02,2.98e-01,1.66e+01, 
8.75547e-02,2.98e-01,1.66e+01, 
8.77012e-02,2.98e-01,1.66e+01, 
8.78477e-02,2.98e-01,1.66e+01, 
8.79942e-02,2.98e-01,1.66e+01, 
8.81406e-02,2.98e-01,1.66e+01, 
8.82871e-02,2.98e-01,1.66e+01, 
8.84336e-02,2.98e-01,1.66e+01, 
8.85801e-02,2.98e-01,1.66e+01, 
8.87266e-02,2.98e-01,1.66e+01, 
8.88731e-02,2.98e-01,1.66e+01, 
8.90195e-02,2.98e-01,1.66e+01, 
8.91660e-02,2.98e-01,1.66e+01, 
8.93125e-02,2.98e-01,1.66e+01, 
8.94590e-02,2.98e-01,1.66e+01, 
8.96055e-02,2.98e-01,1.64e+01, 
8.97520e-02,2.98e-01,1.66e+01, 
8.98984e-02,2.98e-01,1.64e+01, 
9.00449e-02,2.98e-01,1.66e+01, 
9.01914e-02,2.98e-01,1.66e+01, 
9.03379e-02,2.98e-01,1.66e+01, 
9.04844e-02,2.98e-01,1.66e+01, 
9.06309e-02,2.98e-01,1.64e+01, 
9.07774e-02,2.98e-01,1.64e+01, 
9.09238e-02,2.98e-01,1.64e+01, 
9.10703e-02,2.98e-01,1.64e+01, 
9.12168e-02,2.98e-01,1.64e+01, 
9.13633e-02,2.98e-01,1.64e+01, 
9.15098e-02,2.98e-01,1.64e+01, 
9.16563e-02,2.98e-01,1.64e+01, 
9.18027e-02,2.98e-01,1.64e+01, 
9.19492e-02,2.98e-01,1.64e+01, 
9.20957e-02,2.98e-01,1.64e+01, 
9.22422e-02,2.98e-01,1.64e+01, 
9.23887e-02,2.98e-01,1.64e+01, 
9.25352e-02,2.98e-01,1.64e+01, 
9.26816e-02,2.98e-01,1.64e+01, 
9.28281e-02,2.98e-01,1.64e+01, 
9.29746e-02,2.98e-01,1.64e+01, 
9.31211e-02,2.98e-01,1.64e+01, 
9.32676e-02,2.98e-01,1.64e+01, 
9.34141e-02,2.98e-01,1.62e+01, 
9.35605e-02,2.98e-01,1.62e+01, 
9.37071e-02,2.98e-01,1.64e+01, 
9.38535e-02,2.98e-01,1.62e+01, 
9.40000e-02,2.98e-01,1.62e+01, 
9.41465e-02,2.98e-01,1.62e+01, 
9.42930e-02,2.98e-01,1.62e+01, 
9.44395e-02,2.98e-01,1.62e+01, 
9.45860e-02,2.98e-01,1.64e+01, 
9.47324e-02,2.98e-01,1.62e+01, 
9.48789e-02,2.98e-01,1.62e+01, 
9.50254e-02,2.98e-01,1.62e+01, 
9.51719e-02,2.98e-01,1.62e+01, 
9.53184e-02,2.98e-01,1.62e+01, 
9.54649e-02,2.98e-01,1.62e+01, 
9.56113e-02,2.98e-01,1.62e+01, 
9.57578e-02,2.98e-01,1.62e+01, 
9.59043e-02,2.98e-01,1.62e+01, 
9.60508e-02,2.98e-01,1.62e+01, 
9.61973e-02,2.98e-01,1.62e+01, 
9.63438e-02,2.98e-01,1.62e+01, 
9.64902e-02,2.98e-01,1.62e+01, 
9.66367e-02,2.98e-01,1.62e+01, 
9.67832e-02,2.98e-01,1.62e+01, 
9.69297e-02,2.98e-01,1.62e+01, 
9.70762e-02,2.98e-01,1.62e+01, 
9.72227e-02,2.98e-01,1.62e+01, 
9.73692e-02,2.98e-01,1.62e+01, 
9.75156e-02,2.98e-01,1.62e+01, 
9.76621e-02,2.98e-01,1.62e+01, 
9.78086e-02,2.98e-01,1.62e+01, 
9.79551e-02,2.98e-01,1.62e+01, 
9.81016e-02,2.98e-01,1.62e+01, 
9.82481e-02,2.98e-01,1.62e+01, 
9.83945e-02,2.98e-01,1.62e+01, 
9.85410e-02,2.98e-01,1.62e+01, 
9.86875e-02,2.98e-01,1.62e+01, 
9.88340e-02,2.98e-01,1.62e+01, 
9.89805e-02,2.98e-01,1.62e+01, 
9.91270e-02,2.98e-01,1.62e+01, 
9.92734e-02,2.98e-01,1.62e+01, 
9.94199e-02,2.98e-01,1.62e+01, 
9.95664e-02,2.98e-01,1.62e+01, 
9.97129e-02,2.98e-01,1.62e+01, 
9.98594e-02,2.98e-01,1.62e+01, 
1.00006e-01,2.98e-01,1.62e+01, 
1.00152e-01,2.98e-01,1.62e+01, 
1.00299e-01,2.98e-01,1.62e+01, 
1.00445e-01,2.98e-01,1.62e+01, 
1.00592e-01,2.98e-01,1.60e+01, 
1.00738e-01,2.98e-01,1.62e+01, 
1.00885e-01,2.98e-01,1.62e+01, 
1.01031e-01,2.98e-01,1.60e+01, 
1.01178e-01,2.98e-01,1.60e+01, 
1.01324e-01,2.98e-01,1.60e+01, 
1.01471e-01,2.98e-01,1.62e+01, 
1.01617e-01,2.98e-01,1.60e+01, 
1.01764e-01,2.98e-01,1.60e+01, 
1.01910e-01,2.98e-01,1.60e+01, 
1.02057e-01,2.98e-01,1.60e+01, 
1.02203e-01,2.98e-01,1.62e+01, 
1.02350e-01,2.98e-01,1.60e+01, 
1.02496e-01,2.98e-01,1.60e+01, 
1.02643e-01,2.98e-01,1.60e+01, 
1.02789e-01,2.98e-01,1.60e+01, 
1.02936e-01,2.98e-01,1.60e+01, 
1.03082e-01,2.98e-01,1.60e+01, 
1.03229e-01,2.98e-01,1.60e+01, 
1.03375e-01,2.98e-01,1.60e+01, 
1.03521e-01,2.98e-01,1.60e+01, 
1.03668e-01,2.98e-01,1.60e+01, 
1.03814e-01,2.98e-01,1.60e+01, 
1.03961e-01,2.98e-01,1.60e+01, 
1.04107e-01,2.98e-01,1.60e+01, 
1.04254e-01,2.98e-01,1.58e+01, 
1.04400e-01,2.98e-01,1.60e+01, 
1.04547e-01,2.98e-01,1.60e+01, 
1.04693e-01,2.98e-01,1.58e+01, 
1.04840e-01,2.98e-01,1.58e+01, 
1.04986e-01,2.98e-01,1.58e+01, 
1.05133e-01,2.98e-01,1.58e+01, 
1.05279e-01,2.98e-01,1.58e+01, 
1.05426e-01,2.98e-01,1.58e+01, 
1.05572e-01,2.98e-01,1.58e+01, 
1.05719e-01,2.98e-01,1.58e+01, 
1.05865e-01,2.98e-01,1.58e+01, 
1.06012e-01,2.98e-01,1.58e+01, 
1.06158e-01,2.98e-01,1.58e+01, 
1.06305e-01,2.98e-01,1.58e+01, 
1.06451e-01,2.98e-01,1.58e+01, 
1.06598e-01,2.98e-01,1.58e+01, 
1.06744e-01,2.98e-01,1.58e+01, 
1.06891e-01,2.98e-01,1.58e+01, 
1.07037e-01,2.98e-01,1.58e+01, 
1.07184e-01,2.98e-01,1.58e+01, 
1.07330e-01,2.98e-01,1.58e+01, 
1.07477e-01,2.98e-01,1.56e+01, 
1.07623e-01,2.98e-01,1.58e+01, 
1.07770e-01,2.98e-01,1.58e+01, 
1.07916e-01,2.98e-01,1.58e+01, 
1.08063e-01,2.98e-01,1.58e+01, 
1.08209e-01,2.98e-01,1.58e+01, 
1.08355e-01,2.98e-01,1.58e+01, 
1.08502e-01,2.98e-01,1.58e+01, 
1.08648e-01,2.98e-01,1.56e+01, 
1.08795e-01,2.98e-01,1.58e+01, 
1.08941e-01,2.98e-01,1.56e+01, 
1.09088e-01,2.98e-01,1.56e+01, 
1.09234e-01,2.98e-01,1.56e+01, 
1.09381e-01,2.98e-01,1.56e+01, 
1.09527e-01,2.98e-01,1.58e+01, 
1.09674e-01,2.98e-01,1.58e+01, 
1.09820e-01,2.98e-01,1.56e+01, 
1.09967e-01,2.98e-01,1.56e+01, 
1.10113e-01,2.98e-01,1.56e+01, 
1.10260e-01,2.98e-01,1.56e+01, 
1.10406e-01,2.98e-01,1.56e+01, 
1.10553e-01,2.98e-01,1.56e+01, 
1.10699e-01,2.98e-01,1.56e+01, 
1.10846e-01,2.98e-01,1.56e+01, 
1.10992e-01,2.98e-01,1.56e+01, 
1.11139e-01,2.98e-01,1.56e+01, 
