,CH1,CH2
Second,Volt,Volt
5.50299e-01,2.99e-01,-3.60e+00, 
5.50445e-01,2.99e-01,-3.60e+00, 
5.50592e-01,2.99e-01,-3.60e+00, 
5.50738e-01,2.99e-01,-3.60e+00, 
5.50885e-01,2.99e-01,-3.60e+00, 
5.51031e-01,2.99e-01,-3.60e+00, 
5.51178e-01,2.99e-01,-3.60e+00, 
5.51324e-01,2.99e-01,-3.60e+00, 
5.51471e-01,2.99e-01,-3.60e+00, 
5.51617e-01,2.99e-01,-3.60e+00, 
5.51764e-01,2.99e-01,-3.60e+00, 
5.51910e-01,2.99e-01,-3.80e+00, 
5.52057e-01,2.99e-01,-3.80e+00, 
5.52203e-01,2.99e-01,-3.60e+00, 
5.52350e-01,2.99e-01,-3.80e+00, 
5.52496e-01,2.99e-01,-3.80e+00, 
5.52643e-01,2.98e-01,-3.80e+00, 
5.52789e-01,2.99e-01,-3.80e+00, 
5.52936e-01,2.99e-01,-3.80e+00, 
5.53082e-01,2.99e-01,-3.80e+00, 
5.53229e-01,2.99e-01,-3.80e+00, 
5.53375e-01,2.99e-01,-3.80e+00, 
5.53522e-01,2.98e-01,-3.80e+00, 
5.53668e-01,2.99e-01,-3.80e+00, 
5.53814e-01,2.99e-01,-3.80e+00, 
5.53961e-01,2.99e-01,-3.80e+00, 
5.54107e-01,2.99e-01,-3.80e+00, 
5.54254e-01,2.99e-01,-3.80e+00, 
5.54400e-01,2.99e-01,-3.80e+00, 
5.54547e-01,2.99e-01,-3.80e+00, 
5.54693e-01,2.99e-01,-3.80e+00, 
5.54840e-01,2.99e-01,-3.80e+00, 
5.54986e-01,2.99e-01,-3.80e+00, 
5.55133e-01,2.99e-01,-3.80e+00, 
5.55279e-01,2.99e-01,-3.80e+00, 
5.55426e-01,2.99e-01,-3.80e+00, 
5.55572e-01,2.99e-01,-3.80e+00, 
5.55719e-01,2.99e-01,-3.80e+00, 
5.55865e-01,2.99e-01,-3.80e+00, 
5.56012e-01,2.99e-01,-3.80e+00, 
5.56158e-01,2.99e-01,-3.80e+00, 
5.56305e-01,2.99e-01,-3.80e+00, 
5.56451e-01,2.99e-01,-3.80e+00, 
5.56598e-01,2.98e-01,-3.80e+00, 
5.56744e-01,2.99e-01,-3.80e+00, 
5.56891e-01,2.99e-01,-3.80e+00, 
5.57037e-01,2.99e-01,-3.80e+00, 
5.57184e-01,2.99e-01,-3.80e+00, 
5.57330e-01,2.99e-01,-3.80e+00, 
5.57477e-01,2.99e-01,-3.80e+00, 
5.57623e-01,2.99e-01,-3.80e+00, 
5.57770e-01,2.99e-01,-3.80e+00, 
5.57916e-01,2.99e-01,-3.80e+00, 
5.58063e-01,2.99e-01,-3.80e+00, 
5.58209e-01,2.99e-01,-3.80e+00, 
5.58356e-01,2.99e-01,-3.80e+00, 
5.58502e-01,2.99e-01,-3.80e+00, 
5.58648e-01,2.99e-01,-3.80e+00, 
5.58795e-01,2.99e-01,-4.00e+00, 
5.58941e-01,2.98e-01,-3.80e+00, 
5.59088e-01,2.99e-01,-4.00e+00, 
5.59234e-01,2.98e-01,-3.80e+00, 
5.59381e-01,2.99e-01,-4.00e+00, 
5.59527e-01,2.99e-01,-4.00e+00, 
5.59674e-01,2.99e-01,-4.00e+00, 
5.59820e-01,2.99e-01,-4.00e+00, 
5.59967e-01,2.99e-01,-3.80e+00, 
5.60113e-01,2.99e-01,-4.00e+00, 
5.60260e-01,2.99e-01,-4.00e+00, 
5.60406e-01,2.99e-01,-4.00e+00, 
5.60553e-01,2.98e-01,-4.00e+00, 
5.60699e-01,2.99e-01,-4.00e+00, 
5.60846e-01,2.98e-01,-4.00e+00, 
5.60992e-01,2.99e-01,-4.00e+00, 
5.61139e-01,2.99e-01,-4.00e+00, 
5.61285e-01,2.99e-01,-4.00e+00, 
5.61432e-01,2.98e-01,-4.00e+00, 
5.61578e-01,2.99e-01,-4.00e+00, 
5.61725e-01,2.99e-01,-4.00e+00, 
5.61871e-01,2.99e-01,-4.20e+00, 
5.62018e-01,2.99e-01,-4.00e+00, 
5.62164e-01,2.99e-01,-4.00e+00, 
5.62311e-01,2.99e-01,-4.00e+00, 
5.62457e-01,2.99e-01,-4.00e+00, 
5.62604e-01,2.98e-01,-4.00e+00, 
5.62750e-01,2.99e-01,-4.00e+00, 
5.62896e-01,2.99e-01,-4.20e+00, 
5.63043e-01,2.99e-01,-4.20e+00, 
5.63190e-01,2.99e-01,-4.20e+00, 
5.63336e-01,2.98e-01,-4.20e+00, 
5.63482e-01,2.99e-01,-4.20e+00, 
5.63629e-01,2.99e-01,-4.20e+00, 
5.63775e-01,2.98e-01,-4.20e+00, 
5.63922e-01,2.99e-01,-4.20e+00, 
5.64068e-01,2.99e-01,-4.20e+00, 
5.64215e-01,2.99e-01,-4.20e+00, 
5.64361e-01,2.99e-01,-4.20e+00, 
5.64508e-01,2.98e-01,-4.20e+00, 
5.64654e-01,2.99e-01,-4.20e+00, 
5.64801e-01,2.99e-01,-4.20e+00, 
5.64947e-01,2.99e-01,-4.20e+00, 
5.65094e-01,2.99e-01,-4.40e+00, 
5.65240e-01,2.99e-01,-4.20e+00, 
5.65387e-01,2.99e-01,-4.20e+00, 
5.65533e-01,2.98e-01,-4.20e+00, 
5.65680e-01,2.98e-01,-4.40e+00, 
5.65826e-01,2.99e-01,-4.20e+00, 
5.65973e-01,2.99e-01,-4.20e+00, 
5.66119e-01,2.99e-01,-4.40e+00, 
5.66266e-01,2.99e-01,-4.20e+00, 
5.66412e-01,2.99e-01,-4.40e+00, 
5.66559e-01,2.99e-01,-4.20e+00, 
5.66705e-01,2.99e-01,-4.40e+00, 
5.66852e-01,2.99e-01,-4.40e+00, 
5.66998e-01,2.99e-01,-4.40e+00, 
5.67145e-01,2.99e-01,-4.40e+00, 
5.67291e-01,2.99e-01,-4.40e+00, 
5.67438e-01,2.98e-01,-4.40e+00, 
5.67584e-01,2.99e-01,-4.40e+00, 
5.67730e-01,2.99e-01,-4.40e+00, 
5.67877e-01,2.99e-01,-4.40e+00, 
5.68023e-01,2.98e-01,-4.40e+00, 
5.68170e-01,2.99e-01,-4.40e+00, 
5.68316e-01,2.99e-01,-4.40e+00, 
5.68463e-01,2.99e-01,-4.40e+00, 
5.68609e-01,2.99e-01,-4.40e+00, 
5.68756e-01,2.99e-01,-4.40e+00, 
5.68902e-01,2.99e-01,-4.40e+00, 
5.69049e-01,2.99e-01,-4.40e+00, 
5.69195e-01,2.99e-01,-4.40e+00, 
5.69342e-01,2.98e-01,-4.60e+00, 
5.69488e-01,2.99e-01,-4.40e+00, 
5.69635e-01,2.99e-01,-4.60e+00, 
5.69781e-01,2.99e-01,-4.60e+00, 
5.69928e-01,2.99e-01,-4.60e+00, 
5.70074e-01,2.98e-01,-4.40e+00, 
5.70221e-01,2.99e-01,-4.40e+00, 
5.70367e-01,2.99e-01,-4.60e+00, 
5.70514e-01,2.99e-01,-4.60e+00, 
5.70660e-01,2.99e-01,-4.60e+00, 
5.70807e-01,2.99e-01,-4.60e+00, 
5.70953e-01,2.99e-01,-4.60e+00, 
5.71100e-01,2.98e-01,-4.60e+00, 
5.71246e-01,2.98e-01,-4.60e+00, 
5.71393e-01,2.98e-01,-4.60e+00, 
5.71539e-01,2.98e-01,-4.60e+00, 
5.71686e-01,2.98e-01,-4.60e+00, 
5.71832e-01,2.98e-01,-4.60e+00, 
5.71979e-01,2.98e-01,-4.60e+00, 
5.72125e-01,2.99e-01,-4.60e+00, 
5.72272e-01,2.98e-01,-4.60e+00, 
5.72418e-01,2.98e-01,-4.60e+00, 
5.72564e-01,2.98e-01,-4.60e+00, 
5.72711e-01,2.99e-01,-4.60e+00, 
5.72857e-01,2.98e-01,-4.60e+00, 
5.73004e-01,2.99e-01,-4.60e+00, 
5.73150e-01,2.98e-01,-4.60e+00, 
5.73297e-01,2.99e-01,-4.60e+00, 
5.73443e-01,2.98e-01,-4.60e+00, 
5.73590e-01,2.98e-01,-4.60e+00, 
5.73736e-01,2.98e-01,-4.60e+00, 
5.73883e-01,2.98e-01,-4.60e+00, 
5.74029e-01,2.98e-01,-4.60e+00, 
5.74176e-01,2.98e-01,-4.60e+00, 
5.74322e-01,2.99e-01,-4.60e+00, 
5.74469e-01,2.98e-01,-4.60e+00, 
5.74615e-01,2.98e-01,-4.60e+00, 
5.74762e-01,2.98e-01,-4.60e+00, 
5.74908e-01,2.98e-01,-4.60e+00, 
5.75055e-01,2.98e-01,-4.60e+00, 
5.75201e-01,2.98e-01,-4.60e+00, 
5.75348e-01,2.98e-01,-4.60e+00, 
5.75494e-01,2.98e-01,-4.60e+00, 
5.75641e-01,2.98e-01,-4.60e+00, 
5.75787e-01,2.98e-01,-4.60e+00, 
5.75934e-01,2.98e-01,-4.60e+00, 
5.76080e-01,2.98e-01,-4.60e+00, 
5.76227e-01,2.98e-01,-4.60e+00, 
5.76373e-01,2.98e-01,-4.80e+00, 
5.76520e-01,2.98e-01,-4.60e+00, 
5.76666e-01,2.98e-01,-4.60e+00, 
5.76813e-01,2.98e-01,-4.60e+00, 
5.76959e-01,2.98e-01,-4.60e+00, 
5.77106e-01,2.98e-01,-4.80e+00, 
5.77252e-01,2.98e-01,-4.60e+00, 
5.77398e-01,2.98e-01,-4.80e+00, 
5.77545e-01,2.98e-01,-4.80e+00, 
5.77691e-01,2.98e-01,-4.80e+00, 
5.77838e-01,2.98e-01,-4.80e+00, 
5.77984e-01,2.98e-01,-4.80e+00, 
5.78131e-01,2.98e-01,-4.80e+00, 
5.78277e-01,2.98e-01,-4.80e+00, 
5.78424e-01,2.98e-01,-4.80e+00, 
5.78570e-01,2.98e-01,-4.80e+00, 
5.78717e-01,2.98e-01,-4.80e+00, 
5.78863e-01,2.98e-01,-4.80e+00, 
5.79010e-01,2.98e-01,-4.80e+00, 
5.79156e-01,2.98e-01,-4.80e+00, 
5.79303e-01,2.98e-01,-4.80e+00, 
5.79449e-01,2.98e-01,-4.80e+00, 
5.79596e-01,2.98e-01,-4.80e+00, 
5.79742e-01,2.98e-01,-4.80e+00, 
5.79889e-01,2.98e-01,-4.80e+00, 
5.80035e-01,2.98e-01,-5.00e+00, 
5.80182e-01,2.98e-01,-4.80e+00, 
5.80328e-01,2.98e-01,-4.80e+00, 
5.80475e-01,2.98e-01,-5.00e+00, 
5.80621e-01,2.98e-01,-5.00e+00, 
5.80768e-01,2.98e-01,-4.80e+00, 
5.80914e-01,2.98e-01,-5.00e+00, 
5.81061e-01,2.98e-01,-4.80e+00, 
5.81207e-01,2.98e-01,-5.00e+00, 
5.81354e-01,2.98e-01,-5.00e+00, 
5.81500e-01,2.98e-01,-5.00e+00, 
5.81647e-01,2.98e-01,-5.00e+00, 
5.81793e-01,2.98e-01,-5.00e+00, 
5.81939e-01,2.98e-01,-5.00e+00, 
5.82086e-01,2.98e-01,-5.00e+00, 
5.82232e-01,2.98e-01,-5.00e+00, 
5.82379e-01,2.98e-01,-5.00e+00, 
5.82525e-01,2.98e-01,-5.00e+00, 
5.82672e-01,2.98e-01,-5.20e+00, 
5.82818e-01,2.98e-01,-5.00e+00, 
5.82965e-01,2.98e-01,-5.00e+00, 
5.83111e-01,2.98e-01,-5.00e+00, 
5.83258e-01,2.98e-01,-5.00e+00, 
5.83404e-01,2.98e-01,-5.00e+00, 
5.83551e-01,2.98e-01,-5.00e+00, 
5.83697e-01,2.98e-01,-5.00e+00, 
5.83844e-01,2.98e-01,-5.00e+00, 
5.83990e-01,2.98e-01,-5.00e+00, 
5.84137e-01,2.98e-01,-5.20e+00, 
5.84283e-01,2.98e-01,-5.20e+00, 
5.84430e-01,2.98e-01,-5.00e+00, 
5.84576e-01,2.98e-01,-5.00e+00, 
5.84723e-01,2.98e-01,-5.20e+00, 
5.84869e-01,2.98e-01,-5.20e+00, 
5.85016e-01,2.98e-01,-5.20e+00, 
5.85162e-01,2.98e-01,-5.20e+00, 
5.85309e-01,2.98e-01,-5.20e+00, 
5.85455e-01,2.98e-01,-5.20e+00, 
5.85602e-01,2.97e-01,-5.20e+00, 
5.85748e-01,2.98e-01,-5.20e+00, 
5.85895e-01,2.98e-01,-5.20e+00, 
5.86041e-01,2.97e-01,-5.20e+00, 
5.86188e-01,2.98e-01,-5.20e+00, 
5.86334e-01,2.98e-01,-5.20e+00, 
5.86480e-01,2.98e-01,-5.20e+00, 
5.86627e-01,2.98e-01,-5.20e+00, 
5.86773e-01,2.97e-01,-5.20e+00, 
5.86920e-01,2.98e-01,-5.20e+00, 
5.87066e-01,2.98e-01,-5.20e+00, 
5.87213e-01,2.98e-01,-5.20e+00, 
5.87359e-01,2.97e-01,-5.20e+00, 
5.87506e-01,2.97e-01,-5.20e+00, 
5.87652e-01,2.97e-01,-5.20e+00, 
5.87799e-01,2.97e-01,-5.20e+00, 
5.87945e-01,2.97e-01,-5.20e+00, 
5.88092e-01,2.97e-01,-5.20e+00, 
5.88238e-01,2.97e-01,-5.20e+00, 
5.88385e-01,2.97e-01,-5.20e+00, 
5.88531e-01,2.97e-01,-5.20e+00, 
5.88678e-01,2.97e-01,-5.20e+00, 
5.88824e-01,2.97e-01,-5.20e+00, 
5.88971e-01,2.97e-01,-5.20e+00, 
5.89117e-01,2.97e-01,-5.20e+00, 
5.89264e-01,2.97e-01,-5.20e+00, 
5.89410e-01,2.97e-01,-5.20e+00, 
5.89557e-01,2.97e-01,-5.20e+00, 
5.89703e-01,2.97e-01,-5.20e+00, 
5.89850e-01,2.97e-01,-5.20e+00, 
5.89996e-01,2.97e-01,-5.20e+00, 
5.90143e-01,2.97e-01,-5.20e+00, 
5.90289e-01,2.97e-01,-5.20e+00, 
5.90436e-01,2.97e-01,-5.40e+00, 
5.90582e-01,2.97e-01,-5.20e+00, 
5.90729e-01,2.97e-01,-5.40e+00, 
5.90875e-01,2.97e-01,-5.20e+00, 
5.91022e-01,2.97e-01,-5.40e+00, 
5.91168e-01,2.97e-01,-5.20e+00, 
5.91314e-01,2.96e-01,-5.40e+00, 
5.91461e-01,2.96e-01,-5.20e+00, 
5.91607e-01,2.96e-01,-5.40e+00, 
5.91754e-01,2.96e-01,-5.40e+00, 
5.91900e-01,2.96e-01,-5.40e+00, 
5.92047e-01,2.96e-01,-5.40e+00, 
5.92193e-01,2.96e-01,-5.40e+00, 
5.92340e-01,2.96e-01,-5.40e+00, 
5.92486e-01,2.96e-01,-5.40e+00, 
5.92633e-01,2.96e-01,-5.40e+00, 
5.92779e-01,2.96e-01,-5.40e+00, 
5.92926e-01,2.96e-01,-5.60e+00, 
5.93072e-01,2.96e-01,-5.40e+00, 
5.93219e-01,2.96e-01,-5.40e+00, 
5.93365e-01,2.96e-01,-5.40e+00, 
5.93512e-01,2.96e-01,-5.40e+00, 
5.93658e-01,2.96e-01,-5.40e+00, 
5.93805e-01,2.96e-01,-5.40e+00, 
5.93951e-01,2.96e-01,-5.60e+00, 
5.94098e-01,2.96e-01,-5.40e+00, 
5.94244e-01,2.96e-01,-5.40e+00, 
5.94391e-01,2.96e-01,-5.40e+00, 
5.94537e-01,2.95e-01,-5.40e+00, 
5.94684e-01,2.96e-01,-5.60e+00, 
5.94830e-01,2.95e-01,-5.60e+00, 
5.94977e-01,2.95e-01,-5.60e+00, 
5.95123e-01,2.96e-01,-5.60e+00, 
5.95270e-01,2.95e-01,-5.60e+00, 
5.95416e-01,2.95e-01,-5.60e+00, 
5.95563e-01,2.95e-01,-5.60e+00, 
5.95709e-01,2.95e-01,-5.60e+00, 
5.95855e-01,2.95e-01,-5.60e+00, 
5.96002e-01,2.95e-01,-5.60e+00, 
5.96148e-01,2.95e-01,-5.60e+00, 
5.96295e-01,2.95e-01,-5.60e+00, 
5.96441e-01,2.95e-01,-5.60e+00, 
5.96588e-01,2.95e-01,-5.80e+00, 
5.96734e-01,2.95e-01,-5.80e+00, 
5.96881e-01,2.95e-01,-5.80e+00, 
5.97027e-01,2.95e-01,-5.60e+00, 
5.97174e-01,2.95e-01,-5.60e+00, 
5.97320e-01,2.95e-01,-5.80e+00, 
5.97467e-01,2.94e-01,-5.80e+00, 
5.97613e-01,2.95e-01,-5.80e+00, 
5.97760e-01,2.94e-01,-5.80e+00, 
5.97906e-01,2.94e-01,-5.60e+00, 
5.98053e-01,2.94e-01,-5.60e+00, 
5.98199e-01,2.94e-01,-5.80e+00, 
5.98346e-01,2.94e-01,-5.80e+00, 
5.98492e-01,2.94e-01,-5.60e+00, 
5.98639e-01,2.93e-01,-5.80e+00, 
5.98785e-01,2.93e-01,-5.80e+00, 
5.98932e-01,2.93e-01,-5.80e+00, 
5.99078e-01,2.93e-01,-5.80e+00, 
5.99225e-01,2.93e-01,-5.80e+00, 
5.99371e-01,2.93e-01,-5.80e+00, 
5.99518e-01,2.93e-01,-5.80e+00, 
5.99664e-01,2.93e-01,-5.80e+00, 
5.99811e-01,2.93e-01,-5.80e+00, 
5.99957e-01,2.93e-01,-5.80e+00, 
6.00104e-01,2.93e-01,-6.00e+00, 
6.00250e-01,2.93e-01,-5.80e+00, 
6.00397e-01,2.93e-01,-5.80e+00, 
6.00543e-01,2.93e-01,-5.80e+00, 
6.00689e-01,2.93e-01,-5.80e+00, 
6.00836e-01,2.93e-01,-5.80e+00, 
6.00982e-01,2.93e-01,-5.80e+00, 
6.01129e-01,2.92e-01,-5.80e+00, 
6.01275e-01,2.92e-01,-5.80e+00, 
6.01422e-01,2.92e-01,-5.80e+00, 
6.01568e-01,2.92e-01,-5.80e+00, 
6.01715e-01,2.92e-01,-5.80e+00, 
6.01861e-01,2.92e-01,-5.80e+00, 
6.02008e-01,2.92e-01,-6.00e+00, 
6.02154e-01,2.92e-01,-6.00e+00, 
6.02301e-01,2.92e-01,-5.80e+00, 
6.02447e-01,2.91e-01,-6.00e+00, 
6.02594e-01,2.91e-01,-5.80e+00, 
6.02740e-01,2.91e-01,-6.00e+00, 
6.02887e-01,2.91e-01,-6.00e+00, 
6.03033e-01,2.91e-01,-5.80e+00, 
6.03180e-01,2.90e-01,-5.80e+00, 
6.03326e-01,2.90e-01,-6.00e+00, 
6.03473e-01,2.90e-01,-6.00e+00, 
6.03619e-01,2.90e-01,-6.00e+00, 
6.03766e-01,2.90e-01,-6.00e+00, 
6.03912e-01,2.90e-01,-6.00e+00, 
6.04059e-01,2.90e-01,-6.00e+00, 
6.04205e-01,2.90e-01,-6.00e+00, 
6.04352e-01,2.90e-01,-6.00e+00, 
6.04498e-01,2.90e-01,-6.00e+00, 
6.04645e-01,2.90e-01,-6.00e+00, 
6.04791e-01,2.89e-01,-6.00e+00, 
6.04938e-01,2.89e-01,-6.00e+00, 
6.05084e-01,2.89e-01,-6.00e+00, 
6.05231e-01,2.89e-01,-6.00e+00, 
6.05377e-01,2.89e-01,-6.00e+00, 
6.05523e-01,2.89e-01,-6.00e+00, 
6.05670e-01,2.89e-01,-6.00e+00, 
6.05816e-01,2.89e-01,-6.00e+00, 
6.05963e-01,2.89e-01,-6.00e+00, 
6.06109e-01,2.88e-01,-6.00e+00, 
6.06256e-01,2.88e-01,-6.00e+00, 
6.06402e-01,2.88e-01,-6.00e+00, 
6.06549e-01,2.88e-01,-6.00e+00, 
6.06695e-01,2.88e-01,-6.00e+00, 
6.06842e-01,2.88e-01,-6.00e+00, 
6.06988e-01,2.88e-01,-6.00e+00, 
6.07135e-01,2.88e-01,-6.00e+00, 
6.07281e-01,2.88e-01,-6.00e+00, 
6.07428e-01,2.87e-01,-6.00e+00, 
6.07574e-01,2.88e-01,-6.00e+00, 
6.07721e-01,2.87e-01,-6.00e+00, 
6.07867e-01,2.87e-01,-6.00e+00, 
6.08014e-01,2.87e-01,-6.00e+00, 
6.08160e-01,2.87e-01,-6.00e+00, 
6.08307e-01,2.87e-01,-6.00e+00, 
6.08453e-01,2.86e-01,-6.00e+00, 
6.08600e-01,2.86e-01,-6.20e+00, 
6.08746e-01,2.87e-01,-6.00e+00, 
6.08893e-01,2.86e-01,-6.00e+00, 
6.09039e-01,2.86e-01,-6.20e+00, 
6.09186e-01,2.86e-01,-6.20e+00, 
6.09332e-01,2.86e-01,-6.00e+00, 
6.09479e-01,2.86e-01,-6.20e+00, 
6.09625e-01,2.86e-01,-6.20e+00, 
6.09771e-01,2.86e-01,-6.20e+00, 
6.09918e-01,2.85e-01,-6.20e+00, 
6.10065e-01,2.86e-01,-6.20e+00, 
6.10211e-01,2.85e-01,-6.20e+00, 
6.10357e-01,2.85e-01,-6.20e+00, 
6.10504e-01,2.85e-01,-6.20e+00, 
6.10650e-01,2.85e-01,-6.20e+00, 
6.10797e-01,2.85e-01,-6.20e+00, 
6.10943e-01,2.84e-01,-6.20e+00, 
6.11090e-01,2.84e-01,-6.20e+00, 
6.11236e-01,2.84e-01,-6.20e+00, 
6.11383e-01,2.84e-01,-6.40e+00, 
6.11529e-01,2.84e-01,-6.20e+00, 
6.11676e-01,2.84e-01,-6.20e+00, 
6.11822e-01,2.84e-01,-6.20e+00, 
6.11969e-01,2.84e-01,-6.40e+00, 
6.12115e-01,2.84e-01,-6.40e+00, 
6.12262e-01,2.84e-01,-6.20e+00, 
6.12408e-01,2.84e-01,-6.20e+00, 
6.12555e-01,2.84e-01,-6.20e+00, 
6.12701e-01,2.84e-01,-6.40e+00, 
6.12848e-01,2.84e-01,-6.20e+00, 
6.12994e-01,2.83e-01,-6.20e+00, 
6.13141e-01,2.83e-01,-6.40e+00, 
6.13287e-01,2.84e-01,-6.40e+00, 
6.13434e-01,2.83e-01,-6.40e+00, 
6.13580e-01,2.83e-01,-6.40e+00, 
6.13727e-01,2.83e-01,-6.40e+00, 
6.13873e-01,2.83e-01,-6.40e+00, 
6.14020e-01,2.83e-01,-6.40e+00, 
6.14166e-01,2.83e-01,-6.40e+00, 
6.14313e-01,2.82e-01,-6.40e+00, 
6.14459e-01,2.83e-01,-6.40e+00, 
6.14605e-01,2.82e-01,-6.40e+00, 
6.14752e-01,2.82e-01,-6.40e+00, 
6.14898e-01,2.82e-01,-6.40e+00, 
6.15045e-01,2.82e-01,-6.40e+00, 
6.15191e-01,2.82e-01,-6.40e+00, 
6.15338e-01,2.82e-01,-6.40e+00, 
6.15484e-01,2.82e-01,-6.40e+00, 
6.15631e-01,2.82e-01,-6.40e+00, 
6.15777e-01,2.82e-01,-6.60e+00, 
6.15924e-01,2.82e-01,-6.40e+00, 
6.16070e-01,2.82e-01,-6.40e+00, 
6.16217e-01,2.82e-01,-6.40e+00, 
6.16363e-01,2.81e-01,-6.60e+00, 
6.16510e-01,2.81e-01,-6.60e+00, 
6.16656e-01,2.81e-01,-6.60e+00, 
6.16803e-01,2.80e-01,-6.40e+00, 
6.16949e-01,2.80e-01,-6.60e+00, 
6.17096e-01,2.80e-01,-6.40e+00, 
6.17242e-01,2.80e-01,-6.60e+00, 
6.17389e-01,2.80e-01,-6.60e+00, 
6.17535e-01,2.80e-01,-6.60e+00, 
6.17682e-01,2.80e-01,-6.60e+00, 
6.17828e-01,2.79e-01,-6.60e+00, 
6.17975e-01,2.79e-01,-6.60e+00, 
6.18121e-01,2.79e-01,-6.60e+00, 
6.18268e-01,2.79e-01,-6.60e+00, 
6.18414e-01,2.79e-01,-6.60e+00, 
6.18561e-01,2.79e-01,-6.60e+00, 
6.18707e-01,2.79e-01,-6.60e+00, 
6.18854e-01,2.78e-01,-6.80e+00, 
6.19000e-01,2.78e-01,-6.60e+00, 
6.19147e-01,2.78e-01,-6.60e+00, 
6.19293e-01,2.78e-01,-6.60e+00, 
6.19439e-01,2.77e-01,-6.60e+00, 
6.19586e-01,2.77e-01,-6.80e+00, 
6.19732e-01,2.77e-01,-6.80e+00, 
6.19879e-01,2.77e-01,-6.60e+00, 
6.20025e-01,2.77e-01,-6.80e+00, 
6.20172e-01,2.77e-01,-6.80e+00, 
6.20318e-01,2.76e-01,-6.80e+00, 
6.20465e-01,2.76e-01,-6.80e+00, 
6.20611e-01,2.76e-01,-6.80e+00, 
6.20758e-01,2.76e-01,-6.80e+00, 
6.20904e-01,2.75e-01,-6.80e+00, 
6.21051e-01,2.75e-01,-6.80e+00, 
6.21197e-01,2.75e-01,-6.80e+00, 
6.21344e-01,2.75e-01,-6.80e+00, 
6.21490e-01,2.75e-01,-6.80e+00, 
6.21637e-01,2.74e-01,-6.80e+00, 
6.21783e-01,2.74e-01,-6.80e+00, 
6.21930e-01,2.74e-01,-6.80e+00, 
6.22076e-01,2.74e-01,-6.80e+00, 
6.22223e-01,2.74e-01,-6.80e+00, 
6.22369e-01,2.74e-01,-6.80e+00, 
6.22516e-01,2.73e-01,-6.80e+00, 
6.22662e-01,2.73e-01,-6.80e+00, 
6.22809e-01,2.73e-01,-6.80e+00, 
6.22955e-01,2.73e-01,-6.80e+00, 
6.23102e-01,2.73e-01,-6.80e+00, 
6.23248e-01,2.73e-01,-6.80e+00, 
6.23395e-01,2.72e-01,-6.80e+00, 
6.23541e-01,2.72e-01,-6.80e+00, 
6.23688e-01,2.72e-01,-6.80e+00, 
6.23834e-01,2.72e-01,-6.80e+00, 
6.23981e-01,2.72e-01,-6.80e+00, 
6.24127e-01,2.72e-01,-6.80e+00, 
6.24273e-01,2.71e-01,-6.80e+00, 
6.24420e-01,2.72e-01,-6.80e+00, 
6.24566e-01,2.72e-01,-6.80e+00, 
6.24713e-01,2.71e-01,-6.80e+00, 
6.24859e-01,2.71e-01,-6.80e+00, 
6.25006e-01,2.71e-01,-6.80e+00, 
6.25152e-01,2.71e-01,-6.80e+00, 
6.25299e-01,2.71e-01,-6.80e+00, 
6.25445e-01,2.71e-01,-6.80e+00, 
6.25592e-01,2.71e-01,-6.80e+00, 
6.25738e-01,2.71e-01,-6.80e+00, 
6.25885e-01,2.71e-01,-6.80e+00, 
6.26031e-01,2.71e-01,-6.80e+00, 
6.26178e-01,2.71e-01,-6.80e+00, 
6.26324e-01,2.71e-01,-6.80e+00, 
6.26471e-01,2.71e-01,-6.80e+00, 
6.26617e-01,2.71e-01,-6.80e+00, 
6.26764e-01,2.71e-01,-6.80e+00, 
6.26910e-01,2.71e-01,-6.80e+00, 
6.27057e-01,2.71e-01,-6.80e+00, 
6.27203e-01,2.71e-01,-7.00e+00, 
6.27350e-01,2.71e-01,-6.80e+00, 
6.27496e-01,2.71e-01,-7.00e+00, 
6.27643e-01,2.71e-01,-6.80e+00, 
6.27789e-01,2.71e-01,-7.00e+00, 
6.27936e-01,2.71e-01,-6.80e+00, 
6.28082e-01,2.71e-01,-7.00e+00, 
6.28229e-01,2.71e-01,-7.00e+00, 
6.28375e-01,2.71e-01,-7.00e+00, 
6.28522e-01,2.71e-01,-7.00e+00, 
6.28668e-01,2.71e-01,-7.00e+00, 
6.28814e-01,2.71e-01,-7.00e+00, 
6.28961e-01,2.71e-01,-7.00e+00, 
6.29107e-01,2.70e-01,-7.00e+00, 
6.29254e-01,2.71e-01,-7.00e+00, 
6.29400e-01,2.71e-01,-7.00e+00, 
6.29547e-01,2.71e-01,-7.00e+00, 
6.29693e-01,2.71e-01,-7.00e+00, 
6.29840e-01,2.71e-01,-7.00e+00, 
6.29986e-01,2.71e-01,-7.20e+00, 
6.30133e-01,2.71e-01,-7.00e+00, 
6.30279e-01,2.71e-01,-7.00e+00, 
6.30426e-01,2.71e-01,-7.00e+00, 
6.30572e-01,2.71e-01,-7.00e+00, 
6.30719e-01,2.71e-01,-7.00e+00, 
6.30865e-01,2.71e-01,-7.20e+00, 
6.31012e-01,2.71e-01,-7.20e+00, 
6.31158e-01,2.71e-01,-7.20e+00, 
6.31305e-01,2.71e-01,-7.00e+00, 
6.31451e-01,2.71e-01,-7.00e+00, 
6.31598e-01,2.71e-01,-7.20e+00, 
6.31744e-01,2.71e-01,-7.20e+00, 
6.31891e-01,2.71e-01,-7.20e+00, 
6.32037e-01,2.71e-01,-7.00e+00, 
