,CH1,CH3,CH4
Second,Volt,Volt,Volt
7.62244e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.62391e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.62537e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.62684e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.62830e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.62977e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.63123e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.63270e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.63416e-01,2.59e-01,-1.60e+00,3.15e-01, 
7.63563e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.63709e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.63855e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.64002e-01,2.60e-01,-1.20e+00,3.16e-01, 
7.64148e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.64295e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.64441e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.64588e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.64734e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.64881e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.65027e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.65174e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.65320e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.65467e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.65613e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.65760e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.65906e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.66053e-01,2.60e-01,-1.60e+00,3.16e-01, 
7.66199e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.66346e-01,2.60e-01,-1.60e+00,3.16e-01, 
7.66492e-01,2.60e-01,-1.60e+00,3.16e-01, 
7.66639e-01,2.60e-01,-1.60e+00,3.16e-01, 
7.66785e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.66932e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.67078e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.67225e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.67371e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.67518e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.67664e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.67811e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.67957e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.68104e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.68250e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.68396e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.68543e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.68689e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.68836e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.68982e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.69129e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.69275e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.69422e-01,2.59e-01,-1.60e+00,3.15e-01, 
7.69568e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.69715e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.69861e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.70008e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.70154e-01,2.59e-01,-1.60e+00,3.15e-01, 
7.70301e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.70447e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.70594e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.70740e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.70887e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.71033e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.71180e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.71326e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.71473e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.71619e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.71766e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.71912e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.72059e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.72205e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.72352e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.72498e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.72645e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.72791e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.72938e-01,2.59e-01,-1.60e+00,3.15e-01, 
7.73084e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.73230e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.73377e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.73523e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.73670e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.73816e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.73963e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.74109e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.74256e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.74402e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.74549e-01,2.60e-01,-1.20e+00,3.15e-01, 
7.74695e-01,2.59e-01,-1.20e+00,3.15e-01, 
7.74842e-01,2.60e-01,-1.60e+00,3.15e-01, 
7.74988e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.75135e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.75281e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.75428e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.75574e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.75721e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.75867e-01,2.59e-01,-1.20e+00,3.14e-01, 
7.76014e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.76160e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.76307e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.76453e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.76600e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.76746e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.76893e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.77039e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.77186e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.77332e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.77479e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.77625e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.77771e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.77918e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.78064e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.78211e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.78357e-01,2.60e-01,-1.20e+00,3.14e-01, 
7.78504e-01,2.60e-01,-1.60e+00,3.14e-01, 
7.78650e-01,2.60e-01,-1.60e+00,3.13e-01, 
7.78797e-01,2.59e-01,-1.20e+00,3.13e-01, 
7.78943e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.79090e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.79236e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.79383e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.79529e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.79676e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.79822e-01,2.60e-01,-1.60e+00,3.13e-01, 
7.79969e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.80115e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.80262e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.80408e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.80555e-01,2.60e-01,-1.60e+00,3.13e-01, 
7.80701e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.80848e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.80994e-01,2.60e-01,-1.60e+00,3.13e-01, 
7.81141e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.81287e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.81434e-01,2.59e-01,-1.20e+00,3.13e-01, 
7.81580e-01,2.59e-01,-1.20e+00,3.13e-01, 
7.81727e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.81873e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.82020e-01,2.60e-01,-1.60e+00,3.13e-01, 
7.82166e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.82313e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.82459e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.82605e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.82752e-01,2.60e-01,-1.20e+00,3.13e-01, 
7.82898e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.83045e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.83191e-01,2.60e-01,-1.60e+00,3.12e-01, 
7.83338e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.83484e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.83631e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.83777e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.83924e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.84070e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.84217e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.84363e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.84510e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.84656e-01,2.60e-01,-1.60e+00,3.12e-01, 
7.84803e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.84949e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.85096e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.85242e-01,2.60e-01,-1.20e+00,3.12e-01, 
7.85389e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.85535e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.85682e-01,2.59e-01,-1.20e+00,3.11e-01, 
7.85828e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.85975e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.86121e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.86268e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.86414e-01,2.59e-01,-1.20e+00,3.11e-01, 
7.86561e-01,2.59e-01,-1.20e+00,3.11e-01, 
7.86707e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.86854e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.87000e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.87147e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.87293e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.87439e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.87586e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.87732e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.87879e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.88025e-01,2.60e-01,-1.20e+00,3.11e-01, 
7.88172e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.88318e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.88465e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.88611e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.88758e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.88904e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.89051e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.89197e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.89344e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.89490e-01,2.59e-01,-1.20e+00,3.10e-01, 
7.89637e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.89783e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.89930e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.90076e-01,2.60e-01,-1.60e+00,3.10e-01, 
7.90223e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.90369e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.90516e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.90662e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.90809e-01,2.59e-01,-1.20e+00,3.10e-01, 
7.90955e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.91102e-01,2.60e-01,-1.20e+00,3.10e-01, 
7.91248e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.91395e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.91541e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.91687e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.91834e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.91981e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.92127e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.92273e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.92420e-01,2.59e-01,-1.20e+00,3.09e-01, 
7.92566e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.92713e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.92859e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.93006e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.93152e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.93299e-01,2.60e-01,-1.20e+00,3.09e-01, 
7.93445e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.93592e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.93738e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.93885e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.94031e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.94178e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.94324e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.94471e-01,2.59e-01,-1.20e+00,3.08e-01, 
7.94617e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.94764e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.94910e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.95057e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.95203e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.95350e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.95496e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.95643e-01,2.60e-01,-1.20e+00,3.08e-01, 
7.95789e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.95936e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.96082e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.96229e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.96375e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.96522e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.96668e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.96814e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.96961e-01,2.59e-01,-1.20e+00,3.07e-01, 
7.97107e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.97254e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.97400e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.97547e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.97693e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.97840e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.97986e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.98133e-01,2.60e-01,-1.20e+00,3.07e-01, 
7.98279e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.98426e-01,2.59e-01,-1.20e+00,3.06e-01, 
7.98572e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.98719e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.98865e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.99012e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.99158e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.99305e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.99451e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.99598e-01,2.60e-01,-1.20e+00,3.06e-01, 
7.99744e-01,2.60e-01,-1.20e+00,3.05e-01, 
7.99891e-01,2.60e-01,-1.20e+00,3.06e-01, 
8.00037e-01,2.60e-01,-1.20e+00,3.06e-01, 
8.00184e-01,2.60e-01,-1.20e+00,3.06e-01, 
8.00330e-01,2.60e-01,-1.20e+00,3.06e-01, 
8.00477e-01,2.60e-01,-1.20e+00,3.06e-01, 
8.00623e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.00770e-01,2.60e-01,-1.20e+00,3.06e-01, 
8.00916e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.01063e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.01209e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.01355e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.01502e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.01648e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.01795e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.01941e-01,2.59e-01,-1.20e+00,3.05e-01, 
8.02088e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.02234e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.02381e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.02527e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.02674e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.02820e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.02967e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.03113e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.03260e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.03406e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.03553e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.03699e-01,2.59e-01,-1.20e+00,3.04e-01, 
8.03846e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.03992e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.04139e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.04285e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.04432e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.04578e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.04725e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.04871e-01,2.59e-01,-1.20e+00,3.04e-01, 
8.05018e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.05164e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.05311e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.05457e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.05604e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.05750e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.05897e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.06043e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.06189e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.06336e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.06482e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.06629e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.06775e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.06922e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.07068e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.07215e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.07361e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.07508e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.07654e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.07801e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.07947e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.08094e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.08240e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.08387e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.08533e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.08680e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.08826e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.08973e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.09119e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.09266e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.09412e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.09559e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.09705e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.09852e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.09998e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.10145e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.10291e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.10438e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.10584e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.10730e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.10877e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.11023e-01,2.59e-01,-1.20e+00,3.03e-01, 
8.11170e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.11316e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.11463e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.11609e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.11756e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.11902e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.12049e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.12195e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.12342e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.12488e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.12635e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.12781e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.12928e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.13074e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.13221e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.13367e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.13514e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.13660e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.13807e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.13953e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.14100e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.14246e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.14393e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.14539e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.14686e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.14832e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.14979e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.15125e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.15271e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.15418e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.15565e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.15711e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.15857e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.16004e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.16150e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.16297e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.16443e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.16590e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.16736e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.16883e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.17029e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.17176e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.17322e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.17469e-01,2.59e-01,-1.20e+00,3.03e-01, 
8.17615e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.17762e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.17908e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.18055e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.18201e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.18348e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.18494e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.18641e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.18787e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.18934e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.19080e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.19227e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.19373e-01,2.60e-01,-1.20e+00,3.03e-01, 
8.19520e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.19666e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.19813e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.19959e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.20105e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.20252e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.20398e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.20545e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.20691e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.20838e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.20984e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.21131e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.21277e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.21424e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.21570e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.21717e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.21863e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.22010e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.22156e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.22303e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.22449e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.22596e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.22742e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.22889e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.23035e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.23182e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.23328e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.23475e-01,2.60e-01,-1.20e+00,3.04e-01, 
8.23621e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.23768e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.23914e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.24061e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.24207e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.24354e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.24500e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.24646e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.24793e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.24939e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.25086e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.25232e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.25379e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.25525e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.25672e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.25818e-01,2.60e-01,-1.20e+00,3.05e-01, 
8.25965e-01,2.60e-01,-1.20e+00,3.05e-01, 
